"Recid","Comname","Comlocation","Recdate","Comsize","Advertising","Visit","Meeting","Tecconsult","Tecresearch","Costoffice","Costtravel","Costentertain","Costbonus","Sales"
"3030","xxx","beijing","2014","small","1.2","69.7","29.1","0","0","3829","302","192","670","227582"
"3031","xxx","tianjin","2020","small","89.1","0","0","0","10.9","3188","368","173","238","201136"
"3032","xxx","tianjin","2015","small","0","0","100","0","0","556","301","120","358","85500"
"3033","xxx","shandong","2020","middle","0","0","0","0","0","4002","900","659","1414","572032"
"3034","xxx","hebei","2015","small","0","100","0","0","0","1539","378","184","963","231196"
"3035","xxx","beijing","2010","small","0","65.2","0","7.6","27.2","3703","100","191","256","236195"
"3036","xxx","hebei","2020","small","53.5","0","0","46.5","0","954","232","170","320","287517"
"3037","xxx","beijing","2016","middle","0","17.9","0","0","82.1","5371","959","826","765","290742"
"3038","xxx","shandong","2016","middle","2.8","0","0","97.2","0","3378","982","762","900","546319"
"3039","xxx","shandong","2017","small","7.5","0","26.5","28.4","37.5","2693","461","173","832","98008"
"3040","xxx","shandong","2013","middle","19.9","15.7","5.1","49.7","9.6","5339","723","732","1436","498660"
"3041","xxx","hebei","2021","middle","0","42.5","0","57.5","0","4673","865","930","1058","474285"
"3042","xxx","shanghai","2015","middle","0","0","0","0","0","3857","943","746","724","215056"
"3043","xxx","beijing","2010","middle","0","0","12.2","52.6","35.2","5939","874","942","1293","255084"
"3044","xxx","shanghai","2019","middle","0","32.6","0","67.4","0","3140","704","837","1366","351568"
"3045","xxx","shanghai","2017","small","29.3","0","0","68.6","2.2","3672","287","139","646","87135"
"3046","xxx","shanghai","2019","small","96","0","4","0","0","2634","220","213","959","204512"
"3047","xxx","shandong","2015","small","0","40.3","24.6","0","35.2","2684","364","262","636","119034"
"3048","xxx","hebei","2012","small","0","38.9","0","6.1","55.1","1069","265","118","410","191642"
"3049","xxx","beijing","2010","small","41.1","0","21.9","0","37","3636","284","205","536","202887"
"3050","xxx","tianjin","2014","middle","60.2","0","0","0","39.8","4850","737","664","888","336059"
"3051","xxx","shandong","2013","middle","35.1","28.4","17.5","0","19","4990","822","605","872","556693"
"3052","xxx","beijing","2010","middle","0","3.1","0","96.9","0","4524","735","771","1163","278407"
"3053","xxx","beijing","2011","small","34.5","0","50.3","0","15.3","2166","115","129","933","123574"
"3054","xxx","shandong","2011","middle","0","0","16.6","83.4","0","5117","931","756","1450","584920"
"3055","xxx","shanghai","2016","middle","0","0","0","100","0","4911","974","600","1107","526561"
"3056","xxx","shanghai","2015","small","84.3","13.3","0","0","2.3","535","250","255","223","203179"
"3057","xxx","shanghai","2019","middle","16.2","59.7","0","0","24.1","4059","762","761","890","575621"
"3058","xxx","shanghai","2014","middle","0","100","0","0","0","4089","888","805","1200","584917"
"3059","xxx","shanghai","2021","middle","0","4.1","95.9","0","0","5733","996","769","1020","383582"
"3060","xxx","hebei","2016","middle","0","50.2","49.8","0","0","3044","974","802","637","536153"
"3061","xxx","shanghai","2017","small","0","35.5","44","0","20.4","734","320","234","339","56954"
"3062","xxx","tianjin","2011","middle","0","0","5.9","76.7","17.5","5962","774","780","508","524209"
"3063","xxx","tianjin","2020","small","26.7","0","38.6","34.8","0","2333","150","149","299","263390"
"3064","xxx","shandong","2017","middle","0","32.7","54","13.3","0","5527","891","658","1144","539671"
"3065","xxx","hebei","2011","middle","4.9","27.6","0","67.5","0","4004","754","827","857","237129"
"3066","xxx","hebei","2017","middle","23.6","0","0","22.6","53.7","3556","995","811","1435","330101"
"3067","xxx","hebei","2016","small","57.3","0","37.7","5","0","2465","103","153","616","185421"
"3068","xxx","shanghai","2015","small","31.5","3.4","0","0","65.1","3945","442","114","920","117362"
"3069","xxx","shandong","2019","small","75.1","0","0","10.8","14.1","1525","181","194","845","84408"
"3070","xxx","beijing","2020","middle","1.6","0","3.8","47.9","46.7","5702","729","602","1389","589539"
"3071","xxx","shanghai","2017","small","0","0","0","100","0","3930","185","133","224","75982"
"3072","xxx","tianjin","2020","small","0","0","38.4","0","61.6","3607","312","193","757","205623"
"3073","xxx","hebei","2018","small","30.7","0","0","28.4","40.9","1837","389","291","905","69502"
"3074","xxx","hebei","2013","middle","47.3","0","16.5","33.9","2.2","4664","885","719","647","201130"
"3075","xxx","beijing","2016","small","0","37.2","11","51.8","0","1138","265","254","898","251287"
"3076","xxx","hebei","2019","small","1.3","4.5","2.1","46.8","45.4","1497","457","180","406","244592"
"3077","xxx","beijing","2017","middle","0","100","0","0","0","3404","758","751","1205","371429"
"3078","xxx","beijing","2016","small","0","57","43","0","0","3369","373","179","414","298889"
"3079","xxx","beijing","2019","small","38.4","0","0","38.8","22.7","3789","160","171","688","187187"
"3080","xxx","hebei","2014","small","45.8","54.2","0","0","0","1470","453","215","400","246300"
"3081","xxx","beijing","2013","small","0","19.4","48.1","0","32.5","1550","276","236","467","91358"
"3082","xxx","shanghai","2020","small","21.6","0","0","0","78.4","2253","349","270","241","75979"
"3083","xxx","tianjin","2011","middle","0","26.2","1.1","49.5","23.2","4283","840","602","1228","212575"
"3084","xxx","shandong","2018","middle","0","43.5","0","56.5","0","4033","992","825","976","487166"
"3085","xxx","beijing","2019","small","0","0","22.1","50","27.9","1836","130","108","738","66741"
"3086","xxx","beijing","2017","small","58.7","41.3","0","0","0","3605","314","131","520","277023"
"3087","xxx","hebei","2010","small","42","0","49","9","0","843","301","190","420","103270"
"3088","xxx","beijing","2011","middle","40.1","0","24.5","19.3","16.2","3679","871","917","698","316505"
"3089","xxx","hebei","2011","small","0","0","0","0","0","3234","369","255","203","188622"
"3090","xxx","shanghai","2015","middle","37.3","0","58.8","0","3.9","5986","946","720","682","513606"
"3091","xxx","hebei","2016","small","20.9","0","0","41.4","37.7","2626","234","222","683","264933"
"3092","xxx","shanghai","2018","small","50.4","27.5","22","0","0","2159","244","197","331","286211"
"3093","xxx","hebei","2011","small","0","0","53.8","0","46.2","2409","425","151","958","282671"
"3094","xxx","shanghai","2014","middle","0","0","0","100","0","4660","995","718","1388","277581"
"3095","xxx","shandong","2011","middle","46.1","0","44.9","7.3","1.7","5265","780","928","1231","279139"
"3096","xxx","tianjin","2018","small","31.9","40","0","18.6","9.5","3423","355","118","422","277870"
"3097","xxx","shanghai","2019","small","51.2","0","48.8","0","0","1782","307","231","676","145073"
"3098","xxx","hebei","2011","small","0","68.1","0","31.9","0","2888","247","150","658","289514"
"3099","xxx","hebei","2021","middle","39","0","0","61","0","5393","860","983","1071","309239"
"3100","xxx","beijing","2020","small","5","44","0","0","50.9","3479","409","125","973","273801"
"3101","xxx","shandong","2010","middle","64.3","35.7","0","0","0","5270","713","636","1485","564859"
"3102","xxx","shandong","2013","middle","100","0","0","0","0","4197","776","913","652","541354"
"3103","xxx","hebei","2017","small","0","62.9","0","0","37.1","2865","333","207","400","223747"
"3104","xxx","hebei","2013","small","9.8","0","0","90.2","0","2816","404","288","287","130277"
"3105","xxx","beijing","2012","small","0","0","0","55.9","44.1","3933","339","107","720","230999"
"3106","xxx","shandong","2017","small","100","0","0","0","0","2314","165","216","377","210529"
"3107","xxx","tianjin","2012","middle","56.4","0","12.9","6.8","23.8","4504","713","819","1458","234660"
"3108","xxx","hebei","2021","middle","100","0","0","0","0","5193","818","663","579","380427"
"3109","xxx","shanghai","2016","small","17.1","0","20.4","0","62.5","3808","332","173","555","253518"
"3110","xxx","hebei","2010","small","68.5","0","31.5","0","0","1965","155","143","834","262033"
"3111","xxx","hebei","2013","small","0","0","100","0","0","3733","188","129","972","172893"
"3112","xxx","tianjin","2015","middle","14.4","85.6","0","0","0","3282","749","969","854","233136"
"3113","xxx","tianjin","2014","middle","53.9","46.1","0","0","0","3732","933","956","705","253035"
"3114","xxx","beijing","2016","middle","0","0","100","0","0","4179","782","740","1016","597020"
"3115","xxx","shanghai","2016","small","0","75.4","13","11.7","0","2412","295","276","405","164845"
"3116","xxx","beijing","2020","middle","18.7","60.1","0","3.6","17.5","5467","841","787","1190","591248"
"3117","xxx","tianjin","2018","middle","2.6","0","97.4","0","0","4178","705","876","1241","462229"
"3118","xxx","beijing","2018","middle","0","0","0","0","0","3153","878","911","1401","487113"
"3119","xxx","shandong","2016","small","47.3","39.3","0","13.4","0","842","127","171","284","94573"
"3120","xxx","shanghai","2010","small","0","0","0","0","100","1085","139","281","958","274842"
"3121","xxx","shanghai","2015","middle","23.5","0","30.4","33.8","12.3","5407","824","932","1227","432815"
"3122","xxx","beijing","2012","small","0","0","0","0","0","825","461","161","860","220340"
"3123","xxx","shanghai","2012","middle","21.5","0","0","78.5","0","4314","944","761","1216","441462"
"3124","xxx","beijing","2016","middle","22","0","21.9","56.1","0","3886","838","792","583","380472"
"3125","xxx","tianjin","2020","small","3.1","29.8","0","67.1","0","3103","286","108","285","241113"
"3126","xxx","tianjin","2015","small","0","0","0","38.5","61.5","2175","228","152","541","126433"
"3127","xxx","beijing","2012","small","0","0","0","100","0","786","179","234","557","267889"
"3128","xxx","hebei","2012","middle","0","11","20.1","63","5.9","4243","954","980","1198","427018"
"3129","xxx","shanghai","2017","small","61.3","28.3","0","10.4","0","1194","164","156","638","155260"
"3130","xxx","shanghai","2016","middle","54.8","0","43.8","1.4","0","3971","831","709","1161","226350"
"3131","xxx","beijing","2017","middle","53.3","0","46.7","0","0","5246","868","818","1042","383561"
"3132","xxx","hebei","2014","middle","8.6","24.5","22.2","6.9","37.8","3412","894","731","864","450454"
"3133","xxx","tianjin","2014","middle","30.1","0","46.6","23.3","0","5554","724","736","1472","357617"
"3134","xxx","hebei","2011","small","0","100","0","0","0","2236","354","272","534","87551"
"3135","xxx","shandong","2021","small","0","32.5","0.9","66.6","0","3792","441","220","693","235956"
"3136","xxx","shandong","2020","small","0","0","0","0","0","1925","198","101","423","152760"
"3137","xxx","shandong","2011","small","0","0","0","0","0","1062","234","299","825","272559"
"3138","xxx","tianjin","2010","middle","0","0","14.4","64.5","21.1","3251","826","673","1303","466939"
"3139","xxx","beijing","2011","small","0","47.2","0","52.8","0","2176","376","195","234","165855"
"3140","xxx","shanghai","2018","small","0","4.3","0","0","95.7","1496","434","264","976","267029"
"3141","xxx","shanghai","2011","middle","6.3","8.5","15.2","0","70.1","4027","901","798","1135","220494"
"3142","xxx","tianjin","2017","middle","76.2","0","0","0","23.8","3974","910","730","1221","450458"
"3143","xxx","tianjin","2016","small","60.3","0","0","0","39.7","1151","271","131","455","274250"
"3144","xxx","shanghai","2018","middle","0","55.8","36","8.1","0","4112","723","699","1114","212274"
"3145","xxx","shanghai","2020","small","0","43.5","0","24.1","32.4","2593","100","163","598","63333"
"3146","xxx","shanghai","2014","middle","0","0","34.6","8.1","57.2","5735","850","881","806","233550"
"3147","xxx","beijing","2019","middle","33.2","30.6","9.3","0","27","4847","927","685","1131","420594"
"3148","xxx","shanghai","2018","middle","4.1","7.8","3","63.7","21.4","3588","760","805","1118","424681"
"3149","xxx","shanghai","2012","middle","0","39","61","0","0","3934","810","958","629","237749"
"3150","xxx","shanghai","2012","middle","100","0","0","0","0","5903","719","960","818","406681"
"3151","xxx","beijing","2015","small","46.7","22.5","0","30.8","0","1183","137","175","797","161865"
"3152","xxx","shanghai","2017","middle","0","0","0","0","100","3627","982","987","885","417713"
"3153","xxx","shandong","2014","middle","34.4","10","5.9","23.3","26.4","4497","984","727","920","312602"
"3154","xxx","shanghai","2017","small","44.7","0","55.3","0","0","1430","462","251","290","195950"
"3155","xxx","beijing","2010","middle","0","100","0","0","0","3258","822","985","1064","477264"
"3156","xxx","beijing","2018","small","0","13.1","86.9","0","0","3604","171","284","671","179895"
"3157","xxx","shanghai","2016","middle","20","67.9","4.3","7.8","0","4922","839","722","874","335624"
"3158","xxx","beijing","2020","small","26.7","0","53.3","0","20","2556","105","239","558","88189"
"3159","xxx","beijing","2011","small","94.7","0","0","5.3","0","3159","216","114","915","269886"
"3160","xxx","shanghai","2017","small","0","0","0","0","0","3912","294","230","470","152525"
"3161","xxx","shandong","2015","small","0","0","33.6","2.9","63.5","834","388","129","827","61015"
"3162","xxx","shanghai","2013","small","0","0","100","0","0","3978","353","135","970","142963"
"3163","xxx","beijing","2012","middle","16.1","0","56.7","0","27.2","3402","717","639","652","397497"
"3164","xxx","tianjin","2020","middle","25.4","0","0","0","74.6","3523","891","804","937","430748"
"3165","xxx","beijing","2018","big","5.1","1.8","0","93.1","0","4891","669","554","805","2285731"
"3166","xxx","tianjin","2013","middle","10.2","0","0","89.8","0","4909","890","769","538","383852"
"3167","xxx","tianjin","2019","middle","38.7","23.4","2","0","35.9","5469","964","810","708","234812"
"3168","xxx","shanghai","2019","middle","0","20","10.4","69.6","0","4037","826","732","1183","357288"
"3169","xxx","tianjin","2020","small","0","0","0","0","100","3435","495","130","843","148345"
"3170","xxx","shanghai","2011","middle","38.5","39","22.5","0","0","5693","930","774","1404","481910"
"3171","xxx","beijing","2015","small","100","0","0","0","0","1320","182","216","558","268279"
"3172","xxx","shanghai","2012","small","0","0","100","0","0","2025","265","156","971","192101"
"3173","xxx","shandong","2010","small","15.2","1.3","20.5","48.2","14.7","2719","150","231","828","258819"
"3174","xxx","shandong","2010","middle","2.9","26.2","0","0","70.9","4811","734","648","818","313282"
"3175","xxx","shanghai","2012","middle","0","0","67.4","7","25.6","4101","738","926","1484","571317"
"3176","xxx","beijing","2020","middle","24.5","21.5","32.2","0","21.7","3958","721","701","1129","512436"
